nama_produk,harga,nama_toko,kota,terjual,rating
Cuanki Instan Bandung kuah pedas bulefood,14999,GEMLOV OFFICIAL,Cimahi,10,5.0
Baso Aci Instan Culametan khas Garut ( isi 6 ),4500,CUANKI CULAMETAN,Kab. Garut,3000,4.8
Baso Aci Instan Culametan khas Garut (isi 12),5999,CUANKI CULAMETAN,Kab. Garut,4000,4.9
Seblak Viral Mang Rafael,10000,HANHEN Langgeng Jaya,Tangerang,6,5.0
MURIA SEBLAK STICK CABE MERAH 60G x 2Pcs (Bisa Same Day Delivery),10200,Merbabu Food,Tangerang Selatan,8,0.0
Keripik Seblak Bantet 50gr - 70gr,3450,Cemilan Murah BDL,Bandar Lampung,7,5.0
Kerupuk seblak kering pedas daun jeruk 1kg krupuk seblak bantet pedas,14990,camilanqu_shop,Kab. Majalengka,9,5.0
200gr Seblak Kering Pedas Jeruk by Ratu Kriuk,13000,AIRA O'SHOP,Tasikmalaya,250,4.9
Kerupuk Seblak Jeruk,14000,oke snack,Jakarta Selatan,250,4.9
seblak mercon hot dower termurah,3400,Baso Aci Distributor Asli Garut,Kab. Garut,2000,4.4
SEBRING 250 GRAM / KERUPUK SEBLAK MAWAR,15500,Dapur Sehat21,Kab. Bandung,30,4.9
Kylafood Paket 2 Seblak Cup + 3 Basreng pedas,62550,kylafood,Bandung,17,4.5
kerupuk bubur/ seblak / gado- gado/ ketoprak 500gr,18000,Taufik Bumbu Giling,Jakarta Selatan,250,4.9
Sukro cikur pilus kencur sari rasa 250 gram toping seblak baso aci,8500,CuankiCulametan,Kab. Garut,250,4.9
Maicih Basreng,16900,Gerai Snack Official Shop,Kab. Tangerang,10000,4.8
cuanki siomay mini gurilem 1 ons toping seblak baso aci,3000,CuankiCulametan,Kab. Garut,80,4.9
Gurilem Sangarrr,13000,The Little Snacks,Tangerang Selatan,2000,4.7
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 200gr SLONDOK,5750,SuperSnacksShop,Kab. Bandung,100,4.8
cuanki lidah isi 25 topping baso aci dan seblak,6999,Culametan Food,Kab. Garut,13,4.8
Camilan Siap Makan Keripik / Kerupuk Seblak Kencur Pedas Isi 1 Kg,37000,MuezzaSnack,Kab. Cirebon,15,5.0
"[ Buy 5 Get 5 ] Special Bedug Package (Baso Aci, Seblak, Keju Aroma...",88000,Sajodo Snack & Food,Tasikmalaya,11,4.8
"seblak ceker 1 kg pedas daun jeruk, gurih,cemilan bikin nagih",35999,aghniya,Tangerang Selatan,60,5.0
Kerupuk Seblak bumbu kacang,16000,Allsnackbandung,Bandung,100,4.9
(PROMO) kerupuk seblak kering kencur 150gr kemasan box,6600,oyun kriukzz,Jakarta Barat,11,0.0
Seblak Mommy Instan Rasa Original Kemasan Cup,11975,Beuki Mart,Bandung,17,5.0
Seblak Instant Bandung | Jajanan Hitz Bandung Termurah,5750,Serbamurah1998,Bandung,18,5.0
Kylafood Paket Batagor dan Toping Pilus,32000,kylafood,Bandung,1000,4.9
cuanki tahu geprek isi 50 murah toping seblak baso aci,19000,CuankiCulametan,Kab. Garut,80,4.8
Gurilem Sangarrr,13000,The Little Snacks,Tangerang Selatan,1000,4.8
cuanki lidah aci 10 pcs murah toping seblak baso aci,3500,CuankiCulametan,Kab. Garut,100,5.0
Makaroni Ceu Wewei 1kg,65000,Makaroni Ceu Wewei,Kab. Tangerang,70,5.0
Pilus Cikur Topping Baso Aci / Seblak,11500,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,250,4.8
(1Kg) KERUPUK SEBLAK CK DAUN JERUK SNACK MAKANAN RINGAN | Hamba Snack,8745,Hamba Snack,Bogor,2,4.0
"basreng cikruh pedas,basreng bandung,seblak basreng,cemilan basreng,ma",5000,anugrah seblak,Kab. Bandung,500,4.8
KERUPUK MAWAR KERUPUK BAWANG BUAT SEBLAK RAFAEL,7500,Toko Toucan,Malang,8,5.0
Seblak Viral Odjolali Snack,14900,Odjolali Snack,Bandung,40,5.0
Sebring seblak Rafael bumb pedas gurih daun jeruk 80gr,4951,Grosir Putra Bdg,Kab. Bandung,60,4.9
"Seblak kuah instan , Seblak khas garut b",5000,iwan resistans leather 2,Kab. Garut,500,4.9
SEBLAK INSTAN | SEBLAK INSTAN HOMEMADE SUPER LENGKAP,4999,Kairashop_id,Surabaya,50,4.6
"siomay mini,  gurilem cimol pangsit 250 gram toping baso aci seblak",6999,Culametan Food,Kab. Garut,20,5.0
"12pcs, Baso aci mini mix Seblak instan",45000,Lemburkuring Official,Kab. Garut,2,5.0
seblak cuanki komplit rasa andalan by wenaakk snack kemasan tester,3900,vannys house,Kab. Tulungagung,16,4.7
Kerupuk Seblak Mawar / kribo pedas 200 gram,10000,Hosana Snack,Bogor,250,4.8
Super Seblak Cuanki - Level Pedes Banget,22000,Super Seblak,Kab. Malang,4,5.0
cuanki tahu Geprek tahu gepeng isi 25 toping baso aci dan seblak,9999,Culametan Food,Kab. Garut,14,5.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg IKAN MERAH,21750,SuperSnacksShop,Kab. Bandung,100,4.7
Seblak Ceker Sotong Sosreng fortuna Piksus ikan kerapu gurih Pedas,8500,masazies19,Kab. Madiun,80,5.0
siomay kering mini untuk baso aci & seblak bandung,14999,aghniya,Tangerang Selatan,250,4.9
seblak kering pedas daun jeruk kerupuk seblak kencur pedas dj 1 kg,33499,Qie snack,Kab. Jember,26,4.9
SEBLAK JELETET MURNI (SEXXY),40000,Seblak Jeletet Murni,Jakarta Pusat,250,4.9
"MARENTA All Varian Cireng, Seblak, Batagor, Cuanki Banjir, Soto Jamur",14500,Marantep,Cimahi,30,5.0
"150 Pcs CUANKI SIOMAY Kering Topping Pelengkap Baso Aci, Seblak",34500,Endo Shop ID,Kab. Garut,40,4.9
Siomay Kering Kerikil Khas Bandung cocok untuk Pembuatan Seblak,130000,MaFa Jaya,Kab. Bandung,250,4.9
SEBLAK INSTAN,5000,Griyo Seni,Kab. Sidoarjo,100,4.5
seblak instan home made,5500,jasalindo group sidoarjo,Kab. Sidoarjo,70,4.7
siomay mini GURILEM EKONOMIS 1KG Toping Baso Aci Cuanki Seblak,25479,gaiagarut,Kab. Garut,90,4.9
Seblak Stik 250gram,12000,Hosana Snack,Bogor,250,4.9
seblak basah instan,12000,Kickball Official,Bandung,100,4.3
MOMMY Seblak Basah Instan,19600,Toserdas Oleh Oleh dan Snack Kekinian,Surakarta,30,0.0
BUNDLING SEBLAK OIFYOO (isi 5 packs),25380,oifyoo_mozzarella,Bandung,18,4.9
SIOMAY SEBLAK  1/4 KG (250 GRM),14999,Seblak Mang Muss,Tasikmalaya,100,4.9
seblak kering bantat kerupuk bawang Ekstra pedas daun jeruk( 1 KG),22500,ngemil sipedas,Kab.Ciamis,27,4.7
SEBLAK INSTAN KOMPLIT,7500,Vandiva Kuliner,Kab. Malang,11,5.0
SIOMAY MINI KERING 250 GRAM BASO ACI/BOCI/SEBLAK/CUANKI/CUANKIE,9999,ArfaOnlineShop,Tangerang,90,4.9
Basreng Sangarrr,18900,The Little Snacks,Tangerang Selatan,3000,4.8
Cuanki lidah murah kiloan isi 150 toping seblak baso aci,33999,CuankiCulametan,Kab. Garut,250,4.9
Gurilem Pedas,19500,Bite and Munch,Bandung,100,4.8
Basreng Sangarrr,19900,The Little Snacks,Tangerang Selatan,750,4.7
Basreng Pinggsnack,16700,Gerai Snack Official Shop,Kab. Tangerang,500,4.8
seblak instant,5500,wafilasnacku7,Kab. Bandung,90,5.0
Kerupuk Seblak Bantet Super Pedas Daun Jeruk,8950,Althafun,Kab. Mojokerto,22,5.0
SIOMAY Cuanki isi 50pcs Toping Baso Aci Cuanki Seblak,16500,alien toko,Kab. Garut,90,4.9
KERUPUK SEBLAK KERING BANTAT RAFAEL PEDES DAUN JERUK 250 GRAM,19000,Madinah Oleh Oleh Bdg,Bandung,70,5.0
Baso Aci Mie Nyemek Teh Shanty Original Lengkap Dengan Gurilem 200g,22900,Gerai Snack Official Shop,Kab. Tangerang,100,5.0
Seblak Mommy,9500,lapakcemilan,Kab. Bandung,50,4.3
SEBLAK INSTANT | SEBLAK INSTANT KOMPLIT GROSIR | SEBLAK KACIDA CIKURNA,6500,'Cemilan Aqila,Kab. Bekasi,3,5.0
seblak baso aci cuanki & seblak 9pcs,37999,TigoSadulur,Kab. Tangerang,9,5.0
seblak,7500,KING DURIAN84,Depok,750,4.9
seblak kencur / okesnack,10000,oke snack,Jakarta Selatan,750,4.9
Cemilan 250GR Krupuk seblak kering Rafael pedas daun jeruk MEGA SNACK,7520,Mega_Snack_095,Cimahi,3,5.0
Kerupuk Seblak Beton Pedas Gurih 500 gr,29900,YasnackID,Bandung,12,5.0
Cuanki Seblak Baso Aci Boci Express Instant Kuliner Bandung Pilih,10000,Ebay Store,Kab. Tangerang,30,5.0
SEBLAK INSTAN MADIT,14000,DAPUR SEBLAK MADIT,Medan,100,4.8
SIOMAY MINI KERING 1KG TOPPING BASO ACI SEBLAK CUANKI,42500,Chsnackmedan,Medan,7,5.0
siomay mini kering toping baso aci seblak murah surabaya,52000,laatazal-surabaya,Surabaya,50,5.0
Cuanki Baso Tahu Kering ISI 100 untuk Seblak dan baso aci,29999,gaiagarut,Kab. Garut,500,4.9
"500 pcs Cuanki Tahu Stik Cuanki Panjang, Topping Baso Aci, Seblak",119000,Endo Shop ID,Kab. Garut,4,5.0
seblak coin 250gram,12000,Hosana Snack,Bogor,100,4.9
NAAGIH! Seblak Cuanki Baso Aci Boci Instant Kuliner Bandung Pedas Pool,8000,Ebay Store,Kab. Tangerang,100,5.0
Siomay mini 250 gram gurilem murah toping seblak boci,8000,CuankiCulametan,Kab. Garut,100,4.9
boci / baso aci / boci enak / harga murah isi banyak / bukan seblak,10000,khadizah shopp,Kab. Bogor,30,4.6
"BUNDLING 2 (1 SEBLAK , 1 BASO ACI, 1 KEJU AROMA)",61000,Sajodo Snack & Food,Tasikmalaya,15,4.9
PAKET SEBLAK INSTAN 10 BUNGKUS,38500,dakar_ofc,Kab. Mojokerto,1,0.0
seblak kacang enak gurih 100 Gr,5000,Y&M Snack,Bandung,9,5.0
KRUPUK JABLAY PEDAS 220GR/KRUPUK SEBLAK/CEMILAN SNACK/SNACK KILOAN.,12500,Agen Snack Murah,Jakarta Barat,40,4.9
Cuanki Lidah 130gram Isi 20 / Cuanki Toping Baso Aci Seblak,7200,TOKO BILQIS OFFICIAL STORE,Kab. Jombang,50,4.5
Seblak basreng original gurih ekstra daun jeruk 100 gram,5000,Seblak putra bandung,Kab. Bandung,100,4.8
Gurilem Siomay Mini Kering 500gr Toping Baso Aci Cuanki Seblak,17500,alien toko,Kab. Garut,750,4.8
Kylafood Seblak,19000,Ice Cream Universe,Denpasar,3,0.0
"cuanki tahu kering, batagor kering, isi 25 topping baso aci dan seblak",6999,Culametan Food,Kab. Garut,8,5.0
Seblak Instan Juara Sehati Khas Bandung,12500,Juara Sehati,Kab. Bandung,60,5.0
Kerupuk Seblak Kering Putih Ngembang Khas Keripik Pojok Riki Mang Odod,13999,Keripik Edun Bandung,Kab. Bandung,40,5.0
"Cuanki Lidah 40pcs Asli Bandung - Topping Cuanki, Seblak, Baso Aci",13500,Cuanki_Bandung,Kab. Bandung,100,4.7
Tahu batagor mini topping seblak,7000,LDRFOOD22,Cimahi,250,5.0
(bestseller)seblak ceker | 1 pack isi 20 bks,67300,Jhon Pranataxx,Kab. Bogor,0,0.0
Sj Seblak Instan Kemasan Teh Nina Best,21000,MOM COLLECTION',Bekasi,0,0.0
Seblak Geprek Soun Mie Samiraos 200gr,17000,Pedas Gilaa,Surabaya,250,4.9
U Mart - Kerupuk Merah Gado Gado/Bubur Ayam 1 kg Krupuk Orange Seblak,22500,U Mart Indonesia,Jakarta Selatan,100,4.9
seblak ceker dua putra,9500,edisnack,Tangerang Selatan,18,5.0
Kylafood Seblak Rempah Autentik,22990,Superindo Indonesia Raya,Tangerang Selatan,7,5.0
Seblak Koin Warna Odjolali Snack,11900,Odjolali Snack,Bandung,100,5.0
seblak potato 250 gram,11000,camilanbandung87,Kab. Bandung,100,4.8
seblak kering pedas daun jeruk seblak kencur pedas daun jeruk 250 gram,10888,Qie snack,Kab. Jember,17,5.0
SEBLAK INSTAN special bumbu kencur rasa lezat,5999,aghniya,Tangerang Selatan,2000,4.8
Siomay Kering Mini Produksi Pabrik Bandung Untuk Pembuatan Seblak,14000,MaFa Jaya,Kab. Bandung,500,4.9
SEBLAK INSTAN FCK BANDUNG TERLEZAT SEBLAK INSTANT JAMUR FCK SEBLAK ACI,13000,Uai Food,Surabaya,500,4.6
Cuanki tahu panjang stik isi 150 pcs toping seblak baso aci,33000,CuankiCulametan,Kab. Garut,50,5.0
"PAKET SANTAI (Basreng Ori 500gram, Basreng Pedas 500gram, Seblak 1",118000,Sajodo Snack & Food,Tasikmalaya,18,4.0
Seblak Juara ! Seblak Instan Rasa Original,115000,Rasa Juara Indonesia,Kab. Bandung,2000,4.9
SEBLAK BANTAT PEDES DAUN JERUK 250GR,19000,Madinah Oleh Oleh Bdg,Bandung,250,4.9
seblak rafael instan,35000,sarimart48,Jakarta Barat,4,5.0
SEBLAK KERING/SEBLAK KERING DAUN JERUK 1KG,34500,dakar_ofc,Kab. Mojokerto,2,0.0
Kerupuk Seblak Warna Warni,17000,Oncom Jaya Bdg,Bandung,90,4.8
kerupuk seblak tersanjung 250 gram,6000,Masak Sayur Bandung,Bandung,60,5.0
Cuanki Lidah JUMBO isi 100pcs toping Baso Aci Seblak,39199,gaiagarut,Kab. Garut,100,4.8
Pilus Cikur / Toping Baso Aci Seblak - 250gram,9000,TOKO BILQIS OFFICIAL STORE,Kab. Jombang,21,5.0
seblak instan tasikmalaya,3500,Seblakinstanofficial,Tasikmalaya,50,3.5
seblak kerupuk jengkol pedas jeruk isi 500gr,14999,seblak mitoha,Kab. Bandung,2,4.0
Seblak geprek hedon,16000,RGA Frozen,Depok,250,4.9
250gr Krupuk seblak mentah murahtersanjung keong makaroni udan,5100,Hana snack1,Surabaya,70,4.4
SEBLAK COBEK RAFAEL VIRAL,5940,Uai Food,Surabaya,3,5.0
Cuankie Tahu Segitiga Topping Baso Aci / Seblak,2500,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,3000,4.8
Seblak instan seblak dhero seblak kering cemilan kekkinian,15000,Lestarishop24,Banjar,500,5.0
SEBLAK MANGADE DAUN JERUK BOX BESAR,10000,macaronimangade,Malang,100,4.9
SEBLAK INSTAN FCK BANDUNG LEZAT SEBLAK INSTANT JAMUR FCK SEBLAK,13000,Uai Food,Surabaya,26,5.0
SEBLAK INSTAN kemasan plastik,4550,QueenTwinShop25,Kab. Bekasi,2,5.0
BASRENG SEBLAK 1/4 KG (SAMBAL CIKUR JERUK),14999,Seblak Mang Muss,Tasikmalaya,500,4.9
SEBLAK TULANG RANGU MANGADE,16000,macaronimangade,Malang,30,4.6
Buy 1 get 1 keripik kaca / basreng viral / seblak / makroni,12500,KRIPCAKRIPCEU,Bandung,26,5.0
Pasar Keripik Cimol Seblak Pedas Kiloan,60000,Pasar Keripik Bandung,Bandung,26,5.0
Seblak lengkap murah,10599,Pebiie93,Jakarta Timur,250,5.0
"pilus cikur/kencur renceng isi 20 bks. baso aci, seblak, cemilan dll",9999,aghniya,Tangerang Selatan,250,5.0
Cireng kuah seblak,15000,Domiekusbyselatan,Surabaya,50,5.0
Bakso Baso Aci Isi Ayam Enak Rasa Seblak,14990,Mel's Store Official,Kab. Tangerang,16,5.0
kerupuk seblak mawar pedas daun jeruk,7999,uus shop 02,Surabaya,60,4.9
Seblak instan bumbu basah,6500,KenyangSehat,Surabaya,13,5.0
"Seblak soak basoaci sehot jawara pedas, pedasnya ancaman,cengek domba",12900,sehot bandung,Cimahi,500,4.9
SNACK SERBA 5 RIBU/ SNACK MURAH/ CEMILAN MURAH Part 3 SEBLAK,5000,Logisgood,Bandung,3,5.0
kerupuk seblak pedas jeruk 500gr,18000,dvn makaroni,Tasikmalaya,11,5.0
Cipet ukuran kecil isi 60 pcs toping baso aci seblak Dan cuanki,17000,alien toko,Kab. Garut,40,4.7
Seblak 250 gram,26900,Bintang Snack & Camilan,Semarang,100,5.0
Krupuk seblak//Krupuk Bantet 250gr,6000,Bunda alifba,Jakarta Barat,60,4.8
Seblak Bacitul Bakso Aci Tulang Rangu Kuah Seblak Jajanan Homifood,2000,DVA fashion and beauty,Bandung,10,5.0
Sebring Seblak Kering Bintang Kriuk Pedas Daun Jeruk 100gr,8000,KACIDA Raja Cemilan,Kab. Bandung,30,5.0
Cancimen Seblak Instant Pedas Original - Khas Bandung Gurih dan Pedas,17000,Zanana Official Store,Bandung,19,5.0
Seblak Bantat Boboko Pedas Daun Jeruk Level 20 Khas Bandung 125g,17700,Gerai Snack Official Shop,Kab. Tangerang,40,4.9
Kerupuk Bawang Seblak Bintang Mentah / Kerupuk Tersanjung 100 gram,4750,DelimaFCB,Surabaya,22,5.0
Bumbu Boci Bumbu Racikan Baso aci Atau seblak 100gr. Khas dianspshop,5000,dianspshop,Kab. Garut,70,4.8
Siomay Kering Mini untuk Seblak atau Baso aci,7000,RZTSHOP86,Bandung,19,5.0
SUKRO CIKUR RENYAH NGEPROS isi 1KG Pelengkap Baso Aci Cuanki Seblak,31359,gaiagarut,Kab. Garut,100,5.0
Mie Seblak Geprek Sami Raos Khas Garut Seblak Instant Kekinian 160gr,19700,Gerai Snack Official Shop,Kab. Tangerang,100,4.8
"KHUSUS GROSIRAN - SIOMAY cuanki isi 300pcs Toping Baso Aci, Seblak kha",79999,gaiagarut,Kab. Garut,7,5.0
Seblak Instan komplit,9000,Suncity.,Kab. Tangerang,250,4.8
KACIDA - Seblak Instan Jumbo Pedas Komplit,9000,KACIDA Raja Cemilan,Kab. Bandung,30,5.0
"makaroni spiral 1 kg,makaroni keriting,pedas extra daun jeruk,seblak",50000,anugrah seblak,Kab. Bandung,100,4.6
PAKET 1 BOCI EXTRA PEDAS + 1 TULANG RANGU + 1 SEBLAK BASRANGER INSTANT,50000,JM Snacks,Bandung,40,4.8
KERUPUK SEBLAK BUMBU KACANG 250gr,14500,FUNNY_SHOP,Bandung,10,4.8
Pilus kencur pilus cikur 1 kg toping seblak baso aci siap makan,30000,WaroenkDjajan,Kab. Sukabumi,1,0.0
cuanki/cuankie lidah 100 pcs termurah khas Garut baso Aci/seblak boci,32999,ArfaOnlineShop,Tangerang,30,5.0
SIOMAY KERING MINI 90 gram BASO ACI SEBLAK BANDUNG,27500,Uai Food,Surabaya,30,5.0
CIRENG SALJU KUAH SEBLAK,11000,MJJ303,Kab. Mojokerto,7,0.0
SOUN SEBLAK GEPREK SAMI ROAS - SOUN GEPREK - SOUN MIE,16900,sinergi snack,Depok,4,5.0
BUMBU KUAH CUANKI BASO ACO/BOCI SEBLAK ECERAN,699,ArfaOnlineShop,Tangerang,750,4.9
kerupuk seblak pedas daun jeruk,9900,afif jaya cemilan,Surabaya,100,4.7
Siomay Topping boci seblak cuanki 100 GRAM READY MEDAN,6000,Chsnackmedan,Medan,13,5.0
SEBLAK CILOK (SAMBAL CIKUR JERUK),14999,Seblak Mang Muss,Tasikmalaya,100,4.8
Seblak Instan Bandung Pedas Jeletot/Seblak Basah Kemasan Murah,8000,Mutiara snack store,Tasikmalaya,1000,4.9
Kerupuk Seblak Pedas Gurih aroma Kencur,15000,DUO BOCIL SNACK,Depok,1000,4.7
"siomay mini,  gurilem cimol pangsit 500 gram toping baso aci seblak",13500,Culametan Food,Kab. Garut,7,4.5
seblak ala mamang Rafael pedas mantull,6000,cemilan Bandungstore,Cimahi,24,5.0
MIE SEBLAK MURAH ENAK MANTAP MAKNYUSS,13999,dhioshopi,Denpasar,0,0.0
seblak basreng pedas daun jeruk isi 1kg geram,50000,seblak barokah 07,Kab. Bandung,50,4.7
Paket Toping Seblak,85000,Akku_shp,Kab. Purwakarta,0,0.0
KERUPUK SEBLAK MENTAH ORANGE 250GR,5500,cemilanmentahjakarta,Jakarta Utara,30,5.0
kerupuk seblak Rafael 100g,6000,ADDARSNACK,Kab. Cianjur,29,4.9
"pangsit segitiga, cipet isi 20 pcs topping baso aci dan seblak",6999,Culametan Food,Kab. Garut,11,5.0
"PAKET BLAKKUR ( SEBLAK INSTAN, PILUS CIKUR PEDAS JERUK)",30890,Sajodo Snack & Food,Tasikmalaya,11,5.0
